Description,Price,Rating,Review Count,URL
Google Fi SIM Card Kit,$9.99,4.1 out of 5 stars,"1,447",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A051183338A4QJHBOHW80&url=%2FGoogle-Fi-SIM-Card-Kit%2Fdp%2FB07P5GP11P%2Fref%3Dsr_1_1_sspa%3Fdchild%3D1%26keywords%3Diphone%26qid%3D1623926103%26sr%3D8-1-spons%26psc%3D1&qualifier=1623926103&id=414947264175531&widgetName=sp_atf
TracFone iPhone XR 4G LTE Prepaid Smartphone (Locked) - Black - 64GB - Sim Card Included - CDMA,$419.99,,,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A051040625WIVUYCIT9TF&url=%2FTracFone-iPhone-Prepaid-Smartphone-Locked%2Fdp%2FB08WJNJQYW%2Fref%3Dsr_1_2_sspa%3Fdchild%3D1%26keywords%3Diphone%26qid%3D1623926103%26sr%3D8-2-spons%26psc%3D1&qualifier=1623926103&id=414947264175531&widgetName=sp_atf
"Apple iPhone 11 Pro Max, 512GB, Midnight Green - Fully Unlocked (Renewed Premium)",$937.00,,,https://www.amazon.com/Apple-iPhone-512GB-Midnight-Green/dp/B08BHGY8M1/ref=sr_1_3?dchild=1&keywords=iphone&qid=1623926103&sr=8-3
"Apple iPhone XR, 64GB, Yellow - Fully Unlocked (Renewed)",$414.99,4.5 out of 5 stars,"31,629",https://www.amazon.com/Apple-iPhone-XR-Fully-Unlocked/dp/B07P839TX1/ref=sr_1_5?dchild=1&keywords=iphone&qid=1623926103&sr=8-5
"Apple iPhone X, 64GB, Space Gray - Fully Unlocked (Renewed Premium)",$362.00,4.3 out of 5 stars,"11,605",https://www.amazon.com/Apple-iPhone-64GB-Space-Gray/dp/B08BDTL7NP/ref=sr_1_6?dchild=1&keywords=iphone&qid=1623926103&sr=8-6
"Apple iPhone 11 Pro, 64GB, Space Gray - Fully Unlocked (Renewed Premium)",$721.00,,,https://www.amazon.com/Apple-iPhone-64GB-Space-Gray/dp/B08BHTPV2T/ref=sr_1_10?dchild=1&keywords=iphone&qid=1623926103&sr=8-10
"Apple iPhone 11 Pro, 64GB, Midnight Green - Fully Unlocked (Renewed Premium)",$721.00,,,https://www.amazon.com/Apple-iPhone-64GB-Midnight-Green/dp/B08BHHSB6M/ref=sr_1_11?dchild=1&keywords=iphone&qid=1623926103&sr=8-11
Total Wireless Apple iPhone 7 4G LTE Prepaid Smartphone - 32GB - Black - Carrier Locked,$183.10,4.5 out of 5 stars,49,https://www.amazon.com/Total-Wireless-iPhone-Prepaid-Smartphone/dp/B08CL482JL/ref=sr_1_12?dchild=1&keywords=iphone&qid=1623926103&sr=8-12
"Apple iPhone 11 Pro Max, 64GB, Space Gray - Fully Unlocked (Renewed Premium)",$780.00,,,https://www.amazon.com/Apple-iPhone-64GB-Space-Gray/dp/B08BHTMW6M/ref=sr_1_13?dchild=1&keywords=iphone&qid=1623926103&sr=8-13
Tracfone Apple iPhone 7 4G LTE Prepaid Smartphone - 32GB - Black - Carrier Locked,$239.99,4.5 out of 5 stars,274,https://www.amazon.com/Tracfone-Apple-iPhone-Prepaid-Smartphone/dp/B08CL4CCG2/ref=sr_1_16?dchild=1&keywords=iphone&qid=1623926103&sr=8-16
"Apple iPhone 11 Pro Max, 256GB, Midnight Green - Fully Unlocked (Renewed Premium)",$901.00,,,https://www.amazon.com/Apple-iPhone-256GB-Midnight-Green/dp/B08BHFGJXF/ref=sr_1_17?dchild=1&keywords=iphone&qid=1623926103&sr=8-17
"UV Phone Sterilizer Box, Portable UV Light Sterilizer with USB Charging Compatible, Cell Phone UV Sanitizer for iOS Android Smartphones Watch, Tools, Keys",$17.99,4.3 out of 5 stars,466,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A10478503KB1DYN77PWPS&url=%2FSanitizer-Sterilizer-Compatible-Sanitizier-Smartphones%2Fdp%2FB08C7F5CND%2Fref%3Dsr_1_19_sspa%3Fdchild%3D1%26keywords%3Diphone%26qid%3D1623926103%26sr%3D8-19-spons%26psc%3D1&qualifier=1623926103&id=414947264175531&widgetName=sp_btf
"15 Ft Extra Long iPhone Charger Cord,[Apple MFi Certified] Cabepow iPhone Charging Cable, Nylon Braided Lightning Cables 2.4A for iPhone 12/11 Pro /11 Pro Max/XS/XS Max/XR/X/8/8 Plus/7/7 Plus/6",$12.99,4.4 out of 5 stars,"15,648",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A0842026X7XY2VZQ0H83&url=%2FCertified-Lightning-Charger-Cabepow-Charging%2Fdp%2FB08D9MF4TN%2Fref%3Dsr_1_20_sspa%3Fdchild%3D1%26keywords%3Diphone%26qid%3D1623926103%26sr%3D8-20-spons%26psc%3D1&qualifier=1623926103&id=414947264175531&widgetName=sp_btf
"Unravel 3-in-1 Foldable Travel Wireless Charger 10W for iPhone, Apple Watch, AirPods - Black (30W PD Adapter Included)",$99.99,4.1 out of 5 stars,332,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A03483192IZFO0WW759CB&url=%2FUnravel-Wireless-Universal-Multiple-Charging%2Fdp%2FB07NGV48P3%2Fref%3Dsr_1_21_sspa%3Fdchild%3D1%26keywords%3Diphone%26qid%3D1623926103%26sr%3D8-21-spons%26psc%3D1%26smid%3DA1PZ4VLRD8PLH6&qualifier=1623926103&id=414947264175531&widgetName=sp_btf
"Miracase Glass+ Case for iPhone 11 6.1 inch, 2021 Upgrade Full-Body Clear Bumper Case with Built-in 9H Tempered Glass Screen Protector for iPhone 11, Yellow",$18.99,4.3 out of 5 stars,118,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A09446601V60OCPUNUWPN&url=%2FMiracase-Upgrade-Full-Body-Tempered-Protector%2Fdp%2FB0936KL8X4%2Fref%3Dsr_1_22_sspa%3Fdchild%3D1%26keywords%3Diphone%26qid%3D1623926103%26sr%3D8-22-spons%26psc%3D1&qualifier=1623926103&id=414947264175531&widgetName=sp_btf
Google Fi SIM Card Kit,$9.99,4.1 out of 5 stars,"1,447",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A051183338A4QJHBOHW80&url=%2FGoogle-Fi-SIM-Card-Kit%2Fdp%2FB07P5GP11P%2Fref%3Dsr_1_1_sspa%3Fdchild%3D1%26keywords%3Diphone%26qid%3D1623926106%26sr%3D8-1-spons%26psc%3D1&qualifier=1623926106&id=5024362856261401&widgetName=sp_atf
TracFone iPhone XR 4G LTE Prepaid Smartphone (Locked) - Black - 64GB - Sim Card Included - CDMA,$419.99,,,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A051040625WIVUYCIT9TF&url=%2FTracFone-iPhone-Prepaid-Smartphone-Locked%2Fdp%2FB08WJNJQYW%2Fref%3Dsr_1_2_sspa%3Fdchild%3D1%26keywords%3Diphone%26qid%3D1623926106%26sr%3D8-2-spons%26psc%3D1&qualifier=1623926106&id=5024362856261401&widgetName=sp_atf
"Apple iPhone 11 Pro Max, 512GB, Midnight Green - Fully Unlocked (Renewed Premium)",$937.00,,,https://www.amazon.com/Apple-iPhone-512GB-Midnight-Green/dp/B08BHGY8M1/ref=sr_1_3?dchild=1&keywords=iphone&qid=1623926106&sr=8-3
"Apple iPhone XR, 64GB, Yellow - Fully Unlocked (Renewed)",$414.99,4.5 out of 5 stars,"31,629",https://www.amazon.com/Apple-iPhone-XR-Fully-Unlocked/dp/B07P839TX1/ref=sr_1_5?dchild=1&keywords=iphone&qid=1623926106&sr=8-5
"Apple iPhone X, 64GB, Space Gray - Fully Unlocked (Renewed Premium)",$362.00,4.3 out of 5 stars,"11,605",https://www.amazon.com/Apple-iPhone-64GB-Space-Gray/dp/B08BDTL7NP/ref=sr_1_6?dchild=1&keywords=iphone&qid=1623926106&sr=8-6
"Apple iPhone 11 Pro, 64GB, Space Gray - Fully Unlocked (Renewed Premium)",$721.00,,,https://www.amazon.com/Apple-iPhone-64GB-Space-Gray/dp/B08BHTPV2T/ref=sr_1_10?dchild=1&keywords=iphone&qid=1623926106&sr=8-10
"Apple iPhone 11 Pro, 64GB, Midnight Green - Fully Unlocked (Renewed Premium)",$721.00,,,https://www.amazon.com/Apple-iPhone-64GB-Midnight-Green/dp/B08BHHSB6M/ref=sr_1_11?dchild=1&keywords=iphone&qid=1623926106&sr=8-11
Total Wireless Apple iPhone 7 4G LTE Prepaid Smartphone - 32GB - Black - Carrier Locked,$183.10,4.5 out of 5 stars,49,https://www.amazon.com/Total-Wireless-iPhone-Prepaid-Smartphone/dp/B08CL482JL/ref=sr_1_12?dchild=1&keywords=iphone&qid=1623926106&sr=8-12
"Apple iPhone 11 Pro Max, 64GB, Space Gray - Fully Unlocked (Renewed Premium)",$780.00,,,https://www.amazon.com/Apple-iPhone-64GB-Space-Gray/dp/B08BHTMW6M/ref=sr_1_13?dchild=1&keywords=iphone&qid=1623926106&sr=8-13
Tracfone Apple iPhone 7 4G LTE Prepaid Smartphone - 32GB - Black - Carrier Locked,$239.99,4.5 out of 5 stars,274,https://www.amazon.com/Tracfone-Apple-iPhone-Prepaid-Smartphone/dp/B08CL4CCG2/ref=sr_1_16?dchild=1&keywords=iphone&qid=1623926106&sr=8-16
"Apple iPhone 11 Pro Max, 256GB, Midnight Green - Fully Unlocked (Renewed Premium)",$901.00,,,https://www.amazon.com/Apple-iPhone-256GB-Midnight-Green/dp/B08BHFGJXF/ref=sr_1_17?dchild=1&keywords=iphone&qid=1623926106&sr=8-17
"UV Phone Sterilizer Box, Portable UV Light Sterilizer with USB Charging Compatible, Cell Phone UV Sanitizer for iOS Android Smartphones Watch, Tools, Keys",$17.99,4.3 out of 5 stars,466,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A10478503KB1DYN77PWPS&url=%2FSanitizer-Sterilizer-Compatible-Sanitizier-Smartphones%2Fdp%2FB08C7F5CND%2Fref%3Dsr_1_19_sspa%3Fdchild%3D1%26keywords%3Diphone%26qid%3D1623926106%26sr%3D8-19-spons%26psc%3D1&qualifier=1623926106&id=5024362856261401&widgetName=sp_btf
"15 Ft Extra Long iPhone Charger Cord,[Apple MFi Certified] Cabepow iPhone Charging Cable, Nylon Braided Lightning Cables 2.4A for iPhone 12/11 Pro /11 Pro Max/XS/XS Max/XR/X/8/8 Plus/7/7 Plus/6",$12.99,4.4 out of 5 stars,"15,648",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A0842026X7XY2VZQ0H83&url=%2FCertified-Lightning-Charger-Cabepow-Charging%2Fdp%2FB08D9MF4TN%2Fref%3Dsr_1_20_sspa%3Fdchild%3D1%26keywords%3Diphone%26qid%3D1623926106%26sr%3D8-20-spons%26psc%3D1&qualifier=1623926106&id=5024362856261401&widgetName=sp_btf
"Unravel 3-in-1 Foldable Travel Wireless Charger 10W for iPhone, Apple Watch, AirPods - Black (30W PD Adapter Included)",$99.99,4.1 out of 5 stars,332,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A03483192IZFO0WW759CB&url=%2FUnravel-Wireless-Universal-Multiple-Charging%2Fdp%2FB07NGV48P3%2Fref%3Dsr_1_21_sspa%3Fdchild%3D1%26keywords%3Diphone%26qid%3D1623926106%26sr%3D8-21-spons%26psc%3D1%26smid%3DA1PZ4VLRD8PLH6&qualifier=1623926106&id=5024362856261401&widgetName=sp_btf
"Miracase Glass+ Case for iPhone 11 6.1 inch, 2021 Upgrade Full-Body Clear Bumper Case with Built-in 9H Tempered Glass Screen Protector for iPhone 11, Yellow",$18.99,4.3 out of 5 stars,118,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A09446601V60OCPUNUWPN&url=%2FMiracase-Upgrade-Full-Body-Tempered-Protector%2Fdp%2FB0936KL8X4%2Fref%3Dsr_1_22_sspa%3Fdchild%3D1%26keywords%3Diphone%26qid%3D1623926106%26sr%3D8-22-spons%26psc%3D1&qualifier=1623926106&id=5024362856261401&widgetName=sp_btf
